,site_name,address,city,long,lat,county,phone,website,status
577,7 Eleven Store 39660A,1005 W El Camino Real,Sunnyvale,-122.04903999999999,37.372078,Santa Clara,(408) 720-0224,https://www.7-eleven.com/locations/ca/sunnyvale/1005-w-el-camino-real-39660?yext=39660,OPERATIONAL
578,Paul's Liquor & Market 8,16715a Monterey St,Morgan Hill,-121.64777,37.121277,Santa Clara,(408) 612-8394,No website listed,OPERATIONAL
579,Santa Clara Vmc,751 South Bascom Ave.,Santa Clara,-121.93185,37.312866,Santa Clara,(408) 885-5000,http://scvmcrehab.org/,OPERATIONAL
580,Lincoln Liquors,2049 Lincoln Ave,San Jose,-121.89027,37.293571,Santa Clara,(408) 267-1237,No website listed,OPERATIONAL
581,East Palo Alto Community Farmers' Market,1885 Bay Rd,East Palo Alto,-122.13241000000001,37.472786,Santa Clara,(650) 427-9253,http://pafarmersmarket.org/,OPERATIONAL
582,7 Eleven 2366 18584E,401 Waverley St,Palo Alto,-122.16143999999998,37.447796000000004,Santa Clara,(650) 326-2614,https://www.7-eleven.com/locations/ca/palo-alto/401-waverley-street-18584?yext=18584,OPERATIONAL
583,WALGREENS 2384,2680 Union Ave,San Jose,-121.9332,37.273293,Santa Clara,(408) 371-5426,https://www.walgreens.com/locator/walgreens-2680+union+ave-san+jose-ca-95124/id=2384,OPERATIONAL
584,WALGREEN'S 842,350 N Capitol Ave,San Jose,-121.84423000000001,37.37149,Santa Clara,(408) 259-9200,https://www.walgreens.com/locator/walgreens-350+n+capitol+ave-san+jose-ca-95133/id=842,OPERATIONAL
585,WALGREEN'S 900,2105 Morrill Ave,San Jose,-121.87421,37.413895000000004,Santa Clara,(408) 263-5550,https://www.walgreens.com/locator/walgreens-2105+morrill+ave-san+jose-ca-95132/id=900,OPERATIONAL
586,WALGREENS 1179,1795 E Capitol Expy,San Jose,-121.80936000000001,37.309090000000005,Santa Clara,(408) 238-5890,https://www.walgreens.com/locator/walgreens-1795+e+capitol+expy-san+jose-ca-95121/id=1179,OPERATIONAL
587,WALGREENS 3754,1399 W San Carlos St,San Jose,-121.91355,37.323547,Santa Clara,(408) 971-3098,https://www.walgreens.com/locator/walgreens-1399+w+san+carlos+st-san+jose-ca-95126/id=3754,OPERATIONAL
588,WALGREENS 2786,14100 Blossom Hill Rd,Los Gatos,-121.91393000000001,37.236198,Santa Clara,(408) 356-1152,https://www.walgreens.com/locator/walgreens-14100+blossom+hill+rd-los+gatos-ca-95032/id=2786,OPERATIONAL
589,WALGREEN'S 3671,342 W Calaveras Blvd,Milpitas,-121.91174,37.426853,Santa Clara,(408) 263-3963,https://www.walgreens.com/locator/walgreens-342+w+calaveras+blvd-milpitas-ca-95035/id=3671,OPERATIONAL
590,WALGREEN'S 3445,2799 S White Rd,San Jose,-121.79733,37.325641999999995,Santa Clara,(408) 528-9349,https://www.walgreens.com/locator/walgreens-2799+s+white+rd-san+jose-ca-95148/id=3445,OPERATIONAL
591,WALGREEN'S 3378,1376 Kooser Rd,San Jose,-121.8886,37.246025,Santa Clara,(408) 448-2503,https://www.walgreens.com/locator/walgreens-1376+kooser+rd-san+jose-ca-95118/id=3378,OPERATIONAL
592,LOS PRIMOS MEAT MARKET 2,1539 S Winchester Blvd,San Jose,-121.94997,37.296001000000004,Santa Clara,No formatted_phone_number listed,No website listed,OPERATIONAL
593,Stop N Save 115,1795 Scott Blvd,Santa Clara,-121.9595,37.355461,Santa Clara,(408) 244-3449,http://www.featherpetro.com/,OPERATIONAL
594,CALIFORNIA STREET MARKET,1595 California St,Mountain View,-122.08941000000002,37.394721999999994,Santa Clara,(650) 967-5284,http://locations.moneygram.com/ca/mountain-view/301679088,OPERATIONAL
595,Arteaga's Food Center (Lincoln),1003 Lincoln Ave,San Jose,-121.90391000000001,37.312283,Santa Clara,(408) 882-0117,https://arteagas.com/,OPERATIONAL
596,LA CANASTA GROCERY,3074 Monterey Hwy,San Jose,-121.84546999999999,37.288071,Santa Clara,(408) 227-5700,No website listed,CLOSED_PERMANENTLY
597,Medex Drugs,401 E Santa Clara St,San Jose,-121.88184,37.340365999999996,Santa Clara,(408) 292-8244,http://www.medexdrugs.com/,OPERATIONAL
598,Walmart Store 2002,7150 Camino Arroyo,Gilroy,-121.55293999999999,37.007092,Santa Clara,(408) 848-8161,https://www.walmart.com/store/2002/gilroy-ca/details,OPERATIONAL
599,7-Eleven 14302B,4630 Pearl Ave,San Jose,-121.86551999999999,37.264793,Santa Clara,(408) 265-6761,https://www.7-eleven.com/locations/ca/san-jose/4630-pearl-ave-14302?yext=14302,OPERATIONAL
600,7-Eleven 18039C,1639 Alum Rock Ave,San Jose,-121.85763999999999,37.351836999999996,Santa Clara,(408) 259-3730,https://www.7-eleven.com/locations/ca/san-jose/1639-alum-rock-ave-18039?yext=18039,OPERATIONAL
601,7-Eleven 20418C,3861 7 Trees Blvd,San Jose,-121.8332,37.283669,Santa Clara,(408) 226-0923,https://www.7-eleven.com/locations/ca/san-jose/3861-seven-trees-blvd-20418?yext=20418,OPERATIONAL
602,Cardenas 204,1745 Story Rd,San Jose,-121.84234,37.340584,Santa Clara,(408) 259-3421,https://locations.cardenasmarkets.com/ll/US/CA/San-Jose/1745-Story-Rd,OPERATIONAL
603,C & L Liquor,790 W Hamilton Ave,Campbell,-121.96333999999999,37.294071,Santa Clara,(669) 300-6535,No website listed,OPERATIONAL
604,Sun Valley Market,16725 Monterey St,Morgan Hill,-121.64782,37.121357,Santa Clara,(408) 779-1863,https://sunvalleymarket.business.site/,OPERATIONAL
605,Anwar Bazaar & Bakery,2626 Union Ave,San Jose,-121.93338999999999,37.273815,Santa Clara,(408) 559-6175,No website listed,OPERATIONAL
606,7 Eleven Store 2367 14276E,1711 Mckee Road,San Jose,-121.86036999999999,37.358475,Santa Clara,(408) 259-0274,https://www.7-eleven.com/locations/ca/san-jose/1711-mckee-rd-14276?yext=14276,OPERATIONAL
607,Apatzingan Market,901 Oakland Rd,San Jose,-121.89108,37.359531,Santa Clara,(408) 297-1163,No website listed,OPERATIONAL
608,Quik Stop Market 9070,5 Stewart Ave,San Jose,-121.82681000000001,37.366046999999995,Santa Clara,(408) 926-3911,http://www.quikstop.com/,OPERATIONAL
609,Letrieu Circle K 1,398 1st St,Gilroy,-121.57677,37.013335999999995,Santa Clara,(408) 842-6777,https://www.circlek.com/store-locator/us/gilroy/398-first-st/2655293,OPERATIONAL
610,MERCADO CALIFORNIA,5302 Monterey Hwy,San Jose,-121.80793999999999,37.259113,Santa Clara,(408) 227-9594,No website listed,OPERATIONAL
611,SAFEWAY 0316,179 Branham Ln,San Jose,-121.83308000000001,37.266068,Santa Clara,(408) 227-4961,https://local.safeway.com/safeway/ca/san-jose/179-branham-ln.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
612,Alum Rock Market / Mi Ranchito  Produce,2243 Alum Rock Ave,San Jose,-121.84481000000001,37.358028000000004,Santa Clara,(209) 362-9282,No website listed,OPERATIONAL
613,Lucky 766,3270 S White Rd,San Jose,-121.79227,37.315178,Santa Clara,(408) 270-6120,No website listed,OPERATIONAL
614,99 Ranch Market 79,10425 S De Anza Blvd,Cupertino,-122.03242,37.316792,Santa Clara,(408) 517-8899,http://www.99ranch.com/,OPERATIONAL
615,J B Liquor,1096 McLaughlin Ave,San Jose,-121.85383999999999,37.333061,Santa Clara,(408) 998-3479,No website listed,OPERATIONAL
616,Whole Foods Market 10320,1146 Blossom Hill Rd,San Jose,-121.87742,37.250443,Santa Clara,(408) 266-3700,http://www.wholefoodsmarket.com/stores/blossomhill,OPERATIONAL
617,Namaste Plaza,10 S Abbott Ave,Milpitas,-121.91396,37.428326,Santa Clara,(408) 493-6786,http://www.namasteplaza.net/,OPERATIONAL
618,Cherry Liquor & Groceries,1443 Bird Ave,San Jose,-121.89055,37.306568,Santa Clara,(408) 293-4661,No website listed,OPERATIONAL
619,South Bay Natural Foods,8120 Westwood Dr,Gilroy,-121.59371999999999,37.014175,Santa Clara,(408) 842-6645,https://m.facebook.com/profile.php?id=220804621849534&ref=content_filter,OPERATIONAL
620,Baystop,1795 McKee Rd,San Jose,-121.85798999999999,37.360115,Santa Clara,(408) 259-2711,No website listed,OPERATIONAL
621,Lee Supermarket Inc.,2889 Senter Rd,San Jose,-121.83853,37.298481,Santa Clara,(408) 629-9999,No website listed,OPERATIONAL
622,Chevron 1517,825 E Dunne Ave,Morgan Hill,-121.63701,37.130356,Santa Clara,(408) 779-2913,http://www.chevronwithtechron.com/stations/station-finder.aspx,OPERATIONAL
623,7 Eleven 23846G,550 Keyes St,San Jose,-121.86688999999998,37.325035,Santa Clara,(408) 320-2705,https://www.7-eleven.com/locations/ca/san-jose/550-keyes-st-23846?yext=23846,OPERATIONAL
624,Lion Market 18,1070 Story Rd,San Jose,-121.85413,37.332275,Santa Clara,(408) 288-8188,https://www.lionsupermarket.com/,OPERATIONAL
625,FRUITDALE LIQUOR & GROCERY,2169 Fruitdale Ave,San Jose,-121.93098,37.310734000000004,Santa Clara,(408) 295-0332,No website listed,OPERATIONAL
626,7-Eleven 14253C,2577 S King Rd,San Jose,-121.8231,37.319401,Santa Clara,(408) 274-1666,https://www.7-eleven.com/locations/ca/san-jose/2577-south-king-rd-14253?yext=14253,OPERATIONAL
627,Safeway 3251,20620 Homestead Rd,Cupertino,-122.03419,37.337521,Santa Clara,(408) 253-0112,https://local.safeway.com/safeway/ca/cupertino/20620-w-homestead-rd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
628,Kaiser San Jose,270 International Cir,San Jose,-121.79956999999999,37.240433,Santa Clara,(408) 972-6380,https://healthy.kaiserpermanente.org/html/kaiser/index.shtml,OPERATIONAL
629,KUMARS ISLAND MARKET,1440 E Santa Clara St,San Jose,-121.8628,37.349334999999996,Santa Clara,(408) 287-0557,http://botm.oceanikapress.com/resources-2/island-specialty-markets/,OPERATIONAL
630,7-ELEVEN #16422 D,370 Leavesley Rd,Gilroy,-121.57003999999999,37.021004,Santa Clara,No place found,No place found,No place found
631,MEL'S MINI MART & LIQUOR,1500 Kiely Blvd,Santa Clara,-121.97768,37.351414,Santa Clara,(408) 249-2161,No website listed,OPERATIONAL
632,SAFEWAY  1990,3970 Rivermark Plz,Santa Clara,-121.94728,37.395367,Santa Clara,(408) 855-0980,https://local.safeway.com/safeway/ca/santa-clara/3970-rivermark-plaza.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
633,Grewal Food & Liqour,601 S 10th St,San Jose,-121.87416999999999,37.331413,Santa Clara,(408) 292-5323,No website listed,OPERATIONAL
634,LUNARDI'S MARKET 4,4650 Meridian Ave,San Jose,-121.89848,37.25563,Santa Clara,(408) 265-9101,https://www.lunardis.com/,OPERATIONAL
635,Quik Stop Market 6086,1100 Lucretia Ave,San Jose,-121.85711,37.329884,Santa Clara,(408) 279-3277,http://www.quikstop.com/,OPERATIONAL
636,TRADER JOE'S 63,5353 Almaden Expressway,San Jose,-121.87567,37.252262,Santa Clara,(408) 264-8120,https://locations.traderjoes.com/ca/san-jose/63/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
637,TRADER JOE'S  62,5269 Prospect Rd,San Jose,-121.99441999999999,37.292175,Santa Clara,(408) 446-5055,https://locations.traderjoes.com/ca/san-jose/62/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
638,Trader Joes 68,316 W El Camino Real,Sunnyvale,-122.03563999999999,37.368706,Santa Clara,(408) 736-7573,https://locations.traderjoes.com/ca/sunnyvale/68/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
639,TRADER JOE'S  73,1875 S Bascom Ave,Campbell,-121.93182,37.289539000000005,Santa Clara,(408) 369-7823,https://locations.traderjoes.com/ca/campbell/73/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
640,TRADER JOE'S  81,590 Showers Dr,Mountain View,-122.10803999999999,37.401245,Santa Clara,(650) 917-1013,https://locations.traderjoes.com/ca/mountain-view/81/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
641,TRADER JOE'S 127,2310 Homestead Rd,Los Altos,-122.06747,37.337677,Santa Clara,(408) 245-1917,https://locations.traderjoes.com/ca/los-altos/127/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
642,Lion Food Center 6,471 Saratoga Ave,San Jose,-121.97375,37.318832,Santa Clara,(408) 554-9398,http://www.lionsupermarket.com/,OPERATIONAL
643,Sunnyvale Grocery Outlet 320,1180 N Fair Oaks way,Sunnyvale,-122.01046000000001,37.405128000000005,Santa Clara,(408) 962-0297,https://groceryoutlet.com/circulars/storeid/320,OPERATIONAL
644,"Nmso, Inc. 68117",1370 Camden Ave,Campbell,-121.94438999999998,37.268932,Santa Clara,No formatted_phone_number listed,No website listed,No business_status listed
645,Carniceria Rodriguez,2398 University Ave,East Palo Alto,-122.13943,37.471443,Santa Clara,(650) 322-9838,No website listed,OPERATIONAL
646,Bharat Bazar 3,1165 Reed Ave,Sunnyvale,-121.99715,37.366886,Santa Clara,(408) 261-2424,http://www.shopbharatbazar.com/,OPERATIONAL
647,Galamart,1193 W El Camino Real,Sunnyvale,-122.05538,37.373707,Santa Clara,(408) 730-5957,No website listed,OPERATIONAL
648,Jackson Liquors & Food,150 S Jackson Ave,San Jose,-121.84116999999999,37.356190000000005,Santa Clara,(408) 937-1314,No website listed,OPERATIONAL
649,Cardenas 203,235 E Julian St,San Jose,-121.88905,37.342857,Santa Clara,(408) 292-3177,https://locations.cardenasmarkets.com/ll/US/CA/San-Jose/235-E-Julian-St,OPERATIONAL
650,Monterey Liquors,1651 Monterey Hwy,San Jose,-121.86995,37.312241,Santa Clara,(408) 299-0493,No website listed,OPERATIONAL
651,Mi Jalisco Market,5210 N First St,Alviso,-121.97401,37.425686,Santa Clara,(408) 934-9695,No website listed,OPERATIONAL
652,The Market At North Park,41 Rio Robles E,San Jose,-121.94203,37.406307,Santa Clara,(408) 944-9103,No website listed,OPERATIONAL
653,Corner Shop Stop,1684 S 7th St,San Jose,-121.86543999999999,37.314102,Santa Clara,(408) 286-1184,No website listed,OPERATIONAL
654,Cardenas 220,727 1st St,Gilroy,-121.58296000000001,37.013477,Santa Clara,(408) 493-0113,https://locations.cardenasmarkets.com/ll/US/CA/Gilroy/727-1st-St,OPERATIONAL
655,Chavez Supermarket 8,646 Blossom Hill Rd,San Jose,-121.84521000000001,37.250465000000005,Santa Clara,(408) 226-1452,http://www.chavezsuper.com/,OPERATIONAL
656,Target 2830,2004 El Camino Real,Santa Clara,-121.96095,37.352283,Santa Clara,(669) 342-3320,https://www.target.com/sl/santa-clara/2830,OPERATIONAL
657,Target Store T-2581,95 Holger Way,San Jose,-121.95493,37.417427,Santa Clara,(408) 834-1527,https://www.target.com/sl/san-jose-north/2581,OPERATIONAL
658,7-Eleven 18219 E,951 S Winchester Blvd,San Jose,-121.95011000000001,37.309513,Santa Clara,(408) 985-0801,https://www.7-eleven.com/locations/ca/san-jose/951-s.-winchester-blvd-18219?yext=18219,OPERATIONAL
659,Anchor Business Ventures Inc 83297,5498 Monterey Hwy,San Jose,-121.80373999999999,37.256599,Santa Clara,No formatted_phone_number listed,No website listed,No business_status listed
660,LION SUPER,1710 Tully Rd,San Jose,-121.82529,37.322624,Santa Clara,(408) 238-4451,http://www.lionsupermarket.com/,OPERATIONAL
661,7 Eleven 38411a 38411A,96 S 3rd St,San Jose,-121.88755,37.336018,Santa Clara,(408) 832-6952,http://www.7-eleven.com/,OPERATIONAL
662,HAPPY HOLLOW MARKET,1704 Senter Rd,San Jose,-121.85825,37.318054,Santa Clara,(408) 289-8567,No website listed,OPERATIONAL
663,LA MEXICANA BAKERY,1170 E William St,San Jose,-121.86253,37.341167,Santa Clara,(408) 298-1409,No website listed,OPERATIONAL
664,7 Eleven 2366 14236C,1555 Los Padres Blvd,Santa Clara,-121.96486999999999,37.351753,Santa Clara,(408) 554-1432,https://www.7-eleven.com/locations/ca/santa-clara/1555-los-padres-blvd-14236?yext=14236,OPERATIONAL
665,California Food Mart,100 W Hamilton Ave,Campbell,-121.95178,37.294163,Santa Clara,No formatted_phone_number listed,No website listed,OPERATIONAL
666,Madrone Market N/A,19120 Monterey Rd,Morgan Hill,-121.67115,37.150249,Santa Clara,(408) 778-1343,No website listed,OPERATIONAL
667,SMART & FINAL 530,1783 Hillsdale Ave,San Jose,-121.91566999999999,37.264332,Santa Clara,(408) 264-0454,http://locations.smartandfinal.com/ca/san-jose/530/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
668,Quik Stop Market 4093,8400 Church St,Gilroy,-121.57708000000001,37.019405,Santa Clara,(408) 842-9096,http://www.quikstop.com/,OPERATIONAL
669,Walmart SuperCenter 5435,777 Story Rd,San Jose,-121.85853,37.329563,Santa Clara,(408) 885-1760,https://www.walmart.com/store/5435/san-jose-ca/details,OPERATIONAL
670,Sprouts Farmers Market 406,1028 E Brokaw Rd,San Jose,-121.89948000000001,37.382626,Santa Clara,(408) 490-3041,https://sprouts.com/store/ca/san-jose/san-jose-brokaw-rd,OPERATIONAL
671,Quik Stop Market 9069,1105 Leeward Dr,San Jose,-121.83044,37.348225,Santa Clara,(408) 258-7455,http://www.quikstop.com/,OPERATIONAL
672,7 Eleven Store 18965C,1408 N 1st St,San Jose,-121.90961999999999,37.361969,Santa Clara,(408) 392-9207,https://www.7-eleven.com/locations/ca/san-jose/1408-n-1st-st-18965?yext=18965,OPERATIONAL
673,COUNTRY SUN NATURAL FOODS,440 S California Ave,Palo Alto,-122.14511999999999,37.426021999999996,Santa Clara,(650) 324-9190,http://countrysun.com/,OPERATIONAL
674,Lucky 723,2175 Grant Rd,Los Altos,-122.07231999999999,37.341747,Santa Clara,(650) 969-1326,No website listed,OPERATIONAL
675,Lime Tree Market,812 S Winchester Blvd,San Jose,-121.95,37.312740000000005,Santa Clara,(408) 679-3238,No website listed,OPERATIONAL
676,7-eleven 15071D,6059 Cahalan Ave,San Jose,-121.85049,37.239723,Santa Clara,(408) 578-3641,https://www.7-eleven.com/locations/ca/san-jose/6059-cahalan-ave-15071?yext=15071,OPERATIONAL
677,7-ELEVEN 14336 E,77 Newell Rd,Palo Alto,-122.13661,37.456913,Santa Clara,(650) 324-8592,https://www.7-eleven.com/locations/ca/east-palo-alto/77-newell-rd-14336?yext=14336,OPERATIONAL
678,7-Eleven 15440 E,787 S 11th St,San Jose,-121.87146000000001,37.32962,Santa Clara,(408) 294-7214,https://www.7-eleven.com/locations/ca/san-jose/787-s-11th-st-15440?yext=15440,OPERATIONAL
679,GURU MARKET 7,300 N 13th St,San Jose,-121.88136999999999,37.346554,Santa Clara,(408) 947-8900,No website listed,OPERATIONAL
680,QUIK STOP MARKET 4040,3695 Pearl Ave,San Jose,-121.86948999999998,37.273216,Santa Clara,(408) 264-0780,http://www.quikstop.com/,OPERATIONAL
681,NOB HILL FOODS  603,451 Vineyard Town Ctr,Morgan Hill,-121.6422,37.110447,Santa Clara,(408) 779-8485,https://www.raleys.com/stores/nob-hill-foods-vinyard-town-morgan-hill-california/,OPERATIONAL
682,Ahlone Chynoweth Mini Market,5330 Terner Way,San Jose,-121.86200000000001,37.25761,Santa Clara,(408) 300-1265,No website listed,OPERATIONAL
683,Cardenas 212,320 N Capitol Ave,San Jose,-121.84331999999999,37.37064,Santa Clara,(408) 240-0590,https://locations.cardenasmarkets.com/ll/US/CA/San-Jose/320-N-Capitol-Ave,OPERATIONAL
684,7 Eleven 14321c 14321C,1951 Old Middlefield Way,Mountain View,-122.08962,37.414017,Santa Clara,(650) 961-5913,https://www.7-eleven.com/locations/ca/mountain-view/1951-old-middlefield-way-14321?yext=14321,OPERATIONAL
685,MOLLIE STONE'S MARKETS,164 S California Ave,Palo Alto,-122.14288,37.428818,Santa Clara,(650) 323-8361,http://www.molliestones.com/,OPERATIONAL
686,Zanotto's Family Market 1,1970 Naglee Ave,San Jose,-121.93118,37.328445,Santa Clara,(408) 294-9151,http://www.zanottos.com/,OPERATIONAL
687,SAFEWAY 1483,1530 Hamilton Ave,San Jose,-121.91108,37.294403,Santa Clara,(408) 264-1523,https://local.safeway.com/safeway/ca/san-jose/1530-hamilton-ave.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
688,NOB HILL FOODS 606,1602 W Campbell Ave,Campbell,-121.97822,37.285965000000004,Santa Clara,(408) 379-6650,https://www.raleys.com/stores/nob-hill-foods-w-campbell-campbell-california/,OPERATIONAL
689,SAFEWAY  919,12876 Saratoga Sunnyvale Rd,Saratoga,-122.03226000000001,37.281044,Santa Clara,(408) 867-0180,https://local.safeway.com/safeway/ca/saratoga/12876-saratoga-sunnyvale-rd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
690,THE MILK PAIL DAIRY,2585 California St,Mountain View,-122.10998000000001,37.405445,Santa Clara,(650) 941-2505,http://www.milkpail.com/,CLOSED_PERMANENTLY
691,7-ELEVEN #14215 G,815 Bing Dr,Santa Clara,-121.9929,37.338566,Santa Clara,(408) 247-8727,https://www.7-eleven.com/locations/ca/santa-clara/815-bing-dr-14215?yext=14215,OPERATIONAL
692,"THIEN THANH SUPERMARKET, INC.",1080 S 10th St,San Jose,-121.86894,37.324562,Santa Clara,(408) 295-1043,No website listed,OPERATIONAL
693,SAFEWAY 2815,470 N Santa Cruz Ave,Los Gatos,-121.97952,37.231857,Santa Clara,(408) 354-9708,https://local.safeway.com/safeway/ca/los-gatos/470-n-santa-cruz-ave.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
694,7-ELEVEN 14255 A,1413 Kooser Rd,San Jose,-121.89055,37.246185,Santa Clara,(408) 266-9539,https://www.7-eleven.com/locations/ca/san-jose/1413-kooser-rd-14255?yext=14255,OPERATIONAL
695,Costco 1267,6898 Raleigh Rd,San Jose,-121.7962,37.245453000000005,Santa Clara,(408) 908-7929,http://www.costco.com/warehouse-locations/san-jose-CA-1267.html,OPERATIONAL
696,SAFEWAY  1439,785 E El Camino Real,Sunnyvale,-122.01857,37.356594,Santa Clara,(408) 481-3300,https://local.safeway.com/safeway/ca/sunnyvale/785-e-el-camino-real.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
697,SAFEWAY  929,2558 Berryessa Rd,San Jose,-121.85812,37.388683,Santa Clara,(408) 272-2287,https://local.safeway.com/safeway/ca/san-jose/2558-berryessa-rd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
698,NOB HILL FOODS  602,777 1st St,Gilroy,-121.58531,37.013535,Santa Clara,(408) 847-4857,https://www.raleys.com/stores/nob-hill-foods-first-gilroy-california/,OPERATIONAL
699,NOB HILL FOODS  604,15710 Los Gatos Blvd,Los Gatos,-121.96096999999999,37.239891,Santa Clara,(408) 356-0421,https://www.raleys.com/stores/nob-hill-foods-los-gatos-los-gatos-california/,OPERATIONAL
700,ROCCA'S MARKET,13335 Monterey Hwy,San Martin,-121.61081000000001,37.085621,Santa Clara,(408) 683-2330,http://roccasmarket.isoars.com/,OPERATIONAL
701,Moffett Field Commissary 1533,67 N Akron Dr,Moffett Field,-122.05835,37.411892,Santa Clara,(650) 386-8211,https://www.commissaries.com/shopping/store-locations/moffett-field,OPERATIONAL
702,SAFEWAY  695,6477 Almaden Expy,San Jose,-121.86071000000001,37.220306,Santa Clara,(408) 268-3511,https://local.safeway.com/safeway/ca/san-jose/6477-almaden-expwy.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
703,SAFEWAY 1526,3071 Stevens Creek Blvd,Santa Clara,-121.94926000000001,37.32338,Santa Clara,(408) 248-3305,https://local.safeway.com/safeway/ca/santa-clara/3071-stevens-creek-blvd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
704,SAFEWAY  700,2760 Homestead Rd,Santa Clara,-121.9745,37.339054,Santa Clara,(408) 248-0563,https://local.safeway.com/safeway/ca/santa-clara/2760-homestead-rd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
705,SAFEWAY 705,570 N Shoreline Blvd,Mountain View,-122.08655,37.390675,Santa Clara,(650) 961-4868,https://local.safeway.com/safeway/ca/mountain-view/570-n-shoreline-blvd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
706,SAFEWAY  1682,2811 Middlefield Rd,Palo Alto,-122.12783999999999,37.432514000000005,Santa Clara,(650) 321-8400,https://local.safeway.com/safeway/ca/palo-alto/2811-middlefield-rd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
707,SAFEWAY  763,2605 The Alameda,Santa Clara,-121.9361,37.345684000000006,Santa Clara,(408) 244-6873,https://local.safeway.com/safeway/ca/santa-clara/2605-the-alameda-ave.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
708,SAFEWAY  742,1500 Pollard Rd,Los Gatos,-121.98438,37.264523,Santa Clara,(408) 374-2050,https://local.safeway.com/safeway/ca/los-gatos/1500-pollard-rd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
709,SAFEWAY  767,6150 Bollinger Rd,San Jose,-122.01167,37.310463,Santa Clara,(408) 257-3070,https://local.safeway.com/safeway/ca/san-jose/6150-bollinger-rd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
710,LUNARDI MARKET 3,720 Blossom Hill Rd,Los Gatos,-121.96215,37.235458,Santa Clara,(408) 358-1731,https://www.lunardis.com/,OPERATIONAL
711,Lucky 765,430 Blossom Hill Rd,San Jose,-121.82951000000001,37.251213,Santa Clara,(408) 225-6350,No website listed,OPERATIONAL
712,Lucky 727,1350 S Park Victoria Dr,Milpitas,-121.87513999999999,37.416592,Santa Clara,(408) 262-6727,No website listed,OPERATIONAL
713,7-Eleven 14254B,3497 Marten Ave,San Jose,-121.79733,37.350414,Santa Clara,(408) 251-5450,https://www.7-eleven.com/locations/ca/san-jose/3497-marten-ave-14254?yext=14254,OPERATIONAL
714,Grocery Outlet of San Jose 168,2300 Monterey Hwy,San Jose,-121.85888,37.301429999999996,Santa Clara,(408) 292-2132,https://groceryoutlet.com/circulars/storeid/168,OPERATIONAL
715,S & S MARKET,1148 S Capitol Ave,San Jose,-121.82623999999998,37.350266,Santa Clara,(408) 926-9236,No website listed,OPERATIONAL
716,DAI THANH INC,418 S 2nd St,San Jose,-121.88467,37.3302,Santa Clara,(408) 287-3744,No website listed,OPERATIONAL
717,Mexican Brother Market,100 W Alma Ave,San Jose,-121.87534,37.315411,Santa Clara,(408) 295-4354,No website listed,OPERATIONAL
718,Lucky 7 Supermarket,1675 Tully Rd,San Jose,-121.82683,37.321884000000004,Santa Clara,(408) 929-8200,http://www.lucky7super.com/,OPERATIONAL
719,Lucky 757,2027 Camden Ave,San Jose,-121.93271999999999,37.261798999999996,Santa Clara,(408) 559-9484,No website listed,OPERATIONAL
720,Food Maxx 483,5510 Monterey Hwy,San Jose,-121.80006999999999,37.254467,Santa Clara,(408) 972-0681,http://locations.foodmaxx.com/ll/US/CA/San-Jose/5510-Monterey-Highway,OPERATIONAL
721,OCEAN SUPERMARKET,2 S Park Victoria Dr,Milpitas,-121.88425,37.435604,Santa Clara,(408) 942-3388,No website listed,OPERATIONAL
722,SAFEWAY 1196,639 S Bernardo Ave,Sunnyvale,-122.05658999999999,37.37318,Santa Clara,(408) 732-5900,https://local.safeway.com/safeway/ca/sunnyvale/639-s-bernardo-ave.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
