,attributes.OBJECTID,attributes.FACILITYID,attributes.INTID,attributes.SITENAME,attributes.SITEADDRESS,attributes.OPENDAYS,attributes.OPENTIMES,attributes.OPENDATES,attributes.MEALTYPES,attributes.SITETYPE,attributes.SITESTATUS,attributes.DESCRIPTION,attributes.PHONENUMBER,attributes.EMAIL,attributes.WEBLINK,attributes.CITYNAME,attributes.CITYCOUNCILDISTRICT,attributes.LASTUPDATE,attributes.LASTEDITOR,attributes.NOTES,attributes.ENTERPRISEID,attributes.DESCRIPTIONLONG,geometry.x,geometry.y
194,1205,1205,1205,Santa Teresa Parish,"794 Calero Ave, San Jose, CA 95123",Saturday,12:00 PM - 2:00 PM,,Pantry,Pantry,Open,Food program provided by a Faith-Based organization to the community,1-800-984-3663,,,San Jose,10,1588636200000,FME,Source: Catholic Charaties of Santa Clara County,EOC-FDFS-0000001205,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13564007.25,4472994.836
195,1206,1206,1206,Produce Mobile through Second Harvest,"145 Wright Ave, Morgan Hill",Second Saturday of the month,11:45 AM,January - October,Produce Mobile,Produce Mobile,Open,Food program provided by a Faith-Based organization to the community,408-779-2925,,http://www.crossroadschristiancenter.org/home/about/contact/,Morgan Hill,0,1588636200000,FME,Source: City of Morgan Hill,EOC-FDFS-0000001206,Produce Mobile provides fresh produce to families or individuals once a month at 21 sites in San Mateo County and 27 sites in Santa Clara County.,-13543390.83,4457718.9
196,1207,1207,1207,Operation Share,467 North White Road San Jose,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,5,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000001207,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13562984,4492017
197,1208,1208,1208,Operation Share,875 S Park Victoria Dr Milpitas,,,,,Pantry,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Milpitas,0,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000001208,"Distributes free food, groceries, and perishable items to qualifying individuals. Please call for details specific to this site.",-13567347,4498262
198,1209,1209,1209,Portuguese Organization for Social Services (Brown Bag),1115 East Santa Clara St. San Jose,,,,,Brown Bag,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,San Jose,3,1588636200000,FME,Source: Second Harvest,EOC-FDFS-0000001209,"Brown Bag Program distributes food to low-income seniors at various distribution sites throughout Santa Clara and San Mateo counties. Members receive a bi-monthly bag of groceries. The bag could include items such as fresh fruits and vegetables, rice, bread, eggs, chicken and much more. Members can pick up one bag per household from a Brown Bag site only. Applying for this program will not affect your ability to apply for other government benefits or local agencies. HOW DO I SIGN UP? Call Food Connection at 1-800-984-3663.",-13566373.91,4487563.073
199,1210,1210,1210,AchieveKids,3860 Middlefield Road Palo Alto,,,,,Meal Program,Open,"Second Harvest and partner food programs vary significantly in terms of availability and eligibility, so it is best to contact the hotline to get more information about a particular site, 800-984-3663 or text GETFOOD to 408-455-5181.",1-800-984-3663,getfood@shfb.org,https://www.shfb.org/get-food,Palo Alto,0,1587770520000,FME,Source: Second Harvest,EOC-FDFS-0000001210,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13593439,4498111
200,1211,1211,1211,Mt. Pleasant HS,1750 S White road,Monday through Friday,,Beginning April 13th,Meal Program,Meal Program,Open,Up to 200 meals will be provided to adults each day at this location,,,http://www.esuhsd.org/documents/Home%20Page/Free%20Meals%20During%20School%20Closure%20Period%20-COVID-19-%2003-16-20.pdf,San Jose,5,1587770520000,FME,Source: Flash Report 4/13/2020,EOC-FDFS-0000001211,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13559634.26,4487489.335
201,1212,1212,1212,WC Overfelt High School,1835 Cunningham Ave,Monday through Friday,,Beginning April 13th,Meal Program,Meal Program,Open,Up to 200 meals will be provided to adults each day at this location,,,http://www.esuhsd.org/documents/Home%20Page/Free%20Meals%20During%20School%20Closure%20Period%20-COVID-19-%2003-16-20.pdf,San Jose,8,1587770520000,FME,Source: Flash Report 4/13/2020,EOC-FDFS-0000001212,Nutritious prepared meals in Silicon Valley for people of all ages. Meals usually prepared and served on site at  specific days/times. Some locations delivering or distributing meals at the door of the site during COVID-19.,-13562040.54,4485392.214
202,1213,1213,1213,James Lick HS,57 N White Road,Monday through Friday,12:00 PM - 1:00 PM,Beginning April 15th,Meal Program,Meal Program,Open,Up to 200 meals will be provided to adults each day at this location,,,http://www.esuhsd.org/documents/Home%20Page/Free%20Meals%20During%20School%20Closure%20Period%20-COVID-19-%2003-16-20.pdf,San Jose,5,1588100485000,FME,Source: Flash Report 4/13/2020,EOC-FDFS-0000001213,"Beginning April 15, James Lick High School and Andrew Hill High School will provide 200 meals to adults in the community",-13562083.62,4490380.74
203,1214,1214,1214,Andrew Hill HS,3200 Senter Road,Monday through Friday,12:00 PM - 1:00 PM,Beginning April 15th,Meal Program,Meal Program,Open,Up to 200 meals will be provided to adults each day at this location,,,http://www.esuhsd.org/documents/Home%20Page/Free%20Meals%20During%20School%20Closure%20Period%20-COVID-19-%2003-16-20.pdf,San Jose,7,1588100485000,FME,Source: Flash Report 4/13/2020,EOC-FDFS-0000001214,"Beginning April 15, James Lick High School and Andrew Hill High School will provide 200 meals to adults in the community",-13562190.43,4479918.725
204,1220,1220,1220,West Valley Community Services Food Pantry (De Anza College),"21250 Stevens Creek Blvd, Cupertino",2nd and 4th Tuesdays of the month,12:30 pm to 3:30 pm,N/A,Pantry,Mobile Food Pantry,Open,Located at De Anza College. For all mobile pantry questions please call David Yang ( 408-857-0531) or email davidy@wvcommunityservices.org.,(408) 857-0531,davidy@wvcommunityservices.org,https://www.wvcommunityservices.org/covid19help,Cupertino,0,1588636200000,FME,Source: City of Saratoga,EOC-FDFS-0000001220,"West Valley Community Services grocery pick is open to all clients living in the west valley communities of Cupertino, Los Gatos, Monte Sereno, Saratoga, and West San Jose. You can call 408-255-8033 to get more information. You will be asked to complete an intake form and submit eligibility documents. In light of the pandemic to ensure safety and fairness in food distributions, each person will receive one pre-bagged bag of groceries. ",-13586025.44,4483918.582
205,1221,1221,1221,West Valley Community Services Food Pantry (West Valley College),"14000 Fruitvale Ave., Saratoga",Every Wednesday,10:00 am to 2:30 pm,N/A,Pantry,Mobile Food Pantry,Open,Located at West Valley Community College (Parking Lot #3 by West Valley Transit Center). For all mobile pantry questions please call David Yang ( 408-857-0531) or email davidy@wvcommunityservices.org.,(408) 857-0531,davidy@wvcommunityservices.org,https://www.wvcommunityservices.org/covid19help,Saratoga,0,1588636200000,FME,Source: City of Saratoga,EOC-FDFS-0000001221,"West Valley Community Services grocery pick is open to all clients living in the west valley communities of Cupertino, Los Gatos, Monte Sereno, Saratoga, and West San Jose. You can call 408-255-8033 to get more information. You will be asked to complete an intake form and submit eligibility documents. In light of the pandemic to ensure safety and fairness in food distributions, each person will receive one pre-bagged bag of groceries. ",-13582491.22,4476218.595
206,1222,1222,1222,West Valley Community Services Food Pantry (Moreland School District Office),"4711 W. Campbell Ave., San Jose","1st, 3rd, and 5th Tuesdays of the month",1:00 pm to 4:00 pm,N/A,Pantry,Mobile Food Pantry,Open,Located at Moreland School District Office. For all mobile pantry questions please call David Yang ( 408-857-0531) or email davidy@wvcommunityservices.org,(408) 857-0531,davidy@wvcommunityservices.org,https://www.wvcommunityservices.org/covid19help,San Jose,1,1588636200000,FME,Source: City of Saratoga,EOC-FDFS-0000001222,"West Valley Community Services grocery pick is open to all clients living in the west valley communities of Cupertino, Los Gatos, Monte Sereno, Saratoga, and West San Jose. You can call 408-255-8033 to get more information. You will be asked to complete an intake form and submit eligibility documents. In light of the pandemic to ensure safety and fairness in food distributions, each person will receive one pre-bagged bag of groceries. ",-13579186.76,4479490.848
207,1223,1223,1223,West Valley Community Services Food Pantry (Open Doors Housing Complex),"634 West Parr Avenue, Los Gatos","1st, 3rd, and 5th Friday of the month",1:00 pm to 3:00 pm,N/A,Pantry,Mobile Food Pantry,Open,Located at Open Doors Midpen Housing Complex. For all mobile pantry questions please call David Yang ( 408-857-0531) or email davidy@wvcommunityservices.org.,(408) 857-0531,davidy@wvcommunityservices.org,https://www.wvcommunityservices.org/covid19help,Los Gatos,0,1588636200000,FME,Source: City of Saratoga,EOC-FDFS-0000001223,"West Valley Community Services grocery pick is open to all clients living in the west valley communities of Cupertino, Los Gatos, Monte Sereno, Saratoga, and West San Jose. You can call 408-255-8033 to get more information. You will be asked to complete an intake form and submit eligibility documents. In light of the pandemic to ensure safety and fairness in food distributions, each person will receive one pre-bagged bag of groceries. ",-13577200.51,4475971.147
208,1224,1224,1224,West Valley Community Services Food Pantry (Los Gatos Methodist Church),"111 Church Street, Los Gatos",,,N/A,Pantry,Pantry,Open,Located at Los Gatos United Methodist Church. For all mobile pantry questions please call David Yang ( 408-857-0531) or email davidy@wvcommunityservices.org,(408) 857-0531,davidy@wvcommunityservices.org,https://www.wvcommunityservices.org/covid19help,Los Gatos,0,1588636200000,FME,Source: City of Saratoga,EOC-FDFS-0000001224,"West Valley Community Services grocery pick is open to all clients living in the west valley communities of Cupertino, Los Gatos, Monte Sereno, Saratoga, and West San Jose. You can call 408-255-8033 to get more information. You will be asked to complete an intake form and submit eligibility documents. In light of the pandemic to ensure safety and fairness in food distributions, each person will receive one pre-bagged bag of groceries. ",-13578515.69,4470117.918
209,1225,1225,1225,Hope's Corner,"748 Mercy Street, Mountain View","Wednesday, Saturday",Wednesday: 11:30 AM - 12:30 PM. Saturday: 8:00 AM - 10:00 AM.,Year Round,Meal Program,Meal Program,Open,Walk-up and drive-thru meal service.,(650) 254-1450,lcarmichael@hopes-corner.org,https://www.hopes-corner.org/,Mountain View,0,1588002307000,FME,Source: Email from Tracy,EOC-FDFS-0000001225,"Hope’s Corner continues to provide free hot breakfasts and sack lunches on Saturday mornings to homeless, low-income, and vulnerable individuals from Mountain View and surrounding communities. On April 6, Hope’s Corner began a new Wednesday lunch service, which distributes about 50 to-go lunches to hungry individuals and sends 50 to-go lunches out to RV dwellers.",-13589921.87,4493589.398
210,1227,1227,1227,Loaves and Fishes Family Kitchens - San Jose Vietnamese Seventh Day Adventist Church,1066 South 2nd st San Jose Ca 95112,Monday - Friday,4:30 PM - 5:30 PM,,Meal Program,Meal Program,Open,Food program provided by a Non-Profit organization to the community,408-287-2286,,https://www.loavesfishes.org/vietnamese-seventh-day-adventist,San Jose,3,1588100485000,FME,Source: Survey 123,EOC-FDFS-0000001227,"Serving ""to go"" meals",-13567335.42,4483946.936
211,1228,1228,1228,"San José State University, Spartan Food Pantry",211 S 9th St San Jose,"Monday, Tuesday, Wednesday","Monday 11AM–4PM, Tuesday/Wednesday 11AM–3PM",Must be Student; When School in Session,School Pantry,School Pantry,Open,"The Spartan Food Pantry is a full-service, staffed, at SJSU offering non-perishable goods, fresh produce, and refrigerated items. Location: Diaz Compean Student Union (exterior entrance across from Engineering Rotunda).",408-924-1234,sjsucares@sjsu.edu,http://www.sjsu.edu/sjsucares/,San Jose,3,1588636200000,FME,Source: Survey123 from 4-6-2020,EOC-FDFS-0000001228,"This resource is reserved for currently enrolled eligible for SJSU students only. Our pantry is a full-service, staffed, at SJSU currently offering pre-boxed/bagged non-perishable goods, fresh produce, and refrigerated items depending on availability. No student should have to face food insecurity. We define those in need as students who have limited or uncertain access to nutritious and safe foods because of a lack of money and other resources. For further eligibility requirements please visit http://www.sjsu.edu/sjsucares",-13567768.7,4486086.134
212,1229,1229,1229,Second Harvest Food Distribtion - Community Christian Church,"305 W. Main Ave., Morgan Hill",1st and 3rd Wednesdays of the month,9:00 AM - 10:00 AM,,Pantry,Pantry,Open,Food program provided by a Faith-Based organization to the community,408-234-5473,kyle@community-christian.us,,Morgan Hill,0,1588777451000,FME,Source: City of Morgan Hill,EOC-FDFS-0000001229,"UPDATE: Hours are 9-10am - Beginning in May, program changed to 1st and 3rd Wednesdays of the month during COVID in the parking lot at Community Christian Church 305 W. Main Ave., Morgan Hill. Representatives are Kyle Windsor (408-234-5473, kyle@community-christian.us) and Barbara Callaghan (408-230-8462, godluvsu1945@yahoo.com)",-13543179.24,4456891.228
213,1230,1230,1230,Second Harvest Senior Groceries - Advent Lutheran Church,"16870 Murphy Ave, Morgan Hill",Thursday,9:00 AM,,Pantry,Pantry,Open,Food program provided by a Faith-Based organization to the community,408-779-3551,office@advent-lutheran.org,,Morgan Hill,0,1588777451000,FME,Source: City of Morgan Hill,EOC-FDFS-0000001230,"Every Thursday at 9am - have to sign up at Second Harvest - call 408-266-8866 - 16870 Murphy Ave. Morgan Hill - (Murphy Ave, just east of Carl’s Jr. off East Dunne Ave.). Representitive is Sherry Quick 408-779-3551 or cell 408-612-2630, office@advent-lutheran.org",-13539445.61,4457574.88
214,1231,1231,1231,City of Morgan Hill Senior Center Lunch Program,171 W. Edmundson Ave,Monday through Friday,UPDATE: M-F 11:30-12:00 pm,Daily (weekdays),Boxed Lunches,Senior Meals,Open,Pickup boxed lunches curbside by the flagpole at Morgan Hill CRC. (We are also delivering meals if you are a VTA or Surcewise participant. Call for details),(408) 310-4254,debbie.vasquez@mhcrc.com,https://www.morgan-hill.ca.gov/259/Senior-Center,Morgan Hill,0,1588777451000,FME,Source: Christie.Thomas@morganhill.ca.gov,EOC-FDFS-0000001231,Mondays through Fridays at the Centennial Recreation Center’s Senior Center. Daily dining experience for seniors offered as part of the partnership between the city of Morgan Hill and the Mt. Madonna YMCA. The program is subsidized by Santa Clara County and the YMCA for seniors aged 60 or older. The suggested contribution is $3 per meal and participants in the program can get a meal ticket for $30. Guests younger than 60 are required to pay $8 for a meal.,-13541587.24,4454796.549
215,1232,1232,1232,Food Pantry at St. Catherines Church,17400 Peak Avenue Morgan Hill,Monday through Friday,1:00PM - 2:30PM,Daily (weekdays),Pantry,Pantry,Open,"In small building behind the Church and Parish Center. Bring some form of ID.  
May come once a month 
for bagged groceries. May come daily for bread and vegetables.",(408) 779-7442,gwnv63@prodigy.net,https://stca.org/reachout,Morgan Hill,0,1588777451000,FME,Source: Christie.Thomas@morganhill.ca.gov,EOC-FDFS-0000001232,"Reach Out is an emergency food distribution center. It is open Monday through Friday from 1:00pm - 2:30pm. Those in need of food, would need to go to the Reach Out building, located behind the church during their hours with a Photo Id and Proof of Address. Only valid for Morgan Hill, San Martin and Coyote residents.",-13543051.28,4456540.428
,,,,,,,,,,Pantry,,,,,,,,,,,,,,
,,,,,,,,,,Brown Bag,,,,,,,,,,,,,,
,,,,,,,,,,Multiservice,,,,,,,,,,,,,,
,,,,,,,,,,Family Harvest,,,,,,,,,,,,,,
,,,,,,,,,,Produce Mobile,,,,,,,,,,,,,,
,,,,,,,,,,Kids NOW,,,,,,,,,,,,,,
,,,,,,,,,,School Pantry,,,,,,,,,,,,,,
,,,,,,,,,,Meal Program,,,,,,,,,,,,,,
,,,,,,,,,,College Pantry,,,,,,,,,,,,,,
,,,,,,,,,,Do not delete,,,,,,,,,,,,,,
,,,,,,,,,,DS Pantry,,,,,,,,,,,,,,
,,,,,,,,,,Free Community Market,,,,,,,,,,,,,,
,,,,,,,,,,ASH Program,,,,,,,,,,,,,,
,,,,,,,,,,Grocery,,,,,,,,,,,,,,
,,,,,,,,,,Residential Program,,,,,,,,,,,,,,
,,,,,,,,,,Mobile Food Pantry,,,,,,,,,,,,,,
,,,,,,,,,,Senior Meals,,,,,,,,,,,,,,
