Name,Organization,id,Alternate Name,Description,locations,address,url,email,status,active,interpretation_services,application_process,service_options,payment_options,taxonomy,phones,schedule,med_area,legal_area,cash_area,dv_area,foodstamp_area,details,service_area,metadata
Mary Casey Black Elementary,Brentwood Union Elementary,4637,,"Beginning July 28th, contactless Drive thru/walk up Grab-n-Go breakfast & lunch meal services will resume Monday through Friday each week FOR ALL BUSD STUDENTS & FAMILIES. A Hot Lunch & breakfast for next day will be provided. Additional Family Produce Boxes will be available two days per week with pickup/purchase of meals. On the Free/Reduced Meal Program? ALL MEALS FREE.
Distance Learning Student Meal Prices: $4.75 per student (lunch & breakfast combined)
Distance Learning Sibling/Adult Meals Prices: $7.00 per person (lunch & breakfast combined)
Have a younger sibling? Please ask about our Hungry Tummies program for free younger sibling meals.",480 Farmington Rd,480 Farmington Rd,,,,,,,,Free,Prepared Meals,,4637,,,,,,,,
Bristow Elementary,Brentwood Union Elementary,4638,,"Beginning July 28th, contactless Drive thru/walk up Grab-n-Go breakfast & lunch meal services will resume Monday through Friday each week FOR ALL BUSD STUDENTS & FAMILIES. A Hot Lunch & breakfast for next day will be provided. Additional Family Produce Boxes will be available two days per week with pickup/purchase of meals. On the Free/Reduced Meal Program? ALL MEALS FREE.
Distance Learning Student Meal Prices: $4.75 per student (lunch & breakfast combined)
Distance Learning Sibling/Adult Meals Prices: $7.00 per person (lunch & breakfast combined)
Have a younger sibling? Please ask about our Hungry Tummies program for free younger sibling meals.",855 Minnesota Ave,855 Minnesota Ave,,,,,,,,Free,Prepared Meals,,4638,,,,,,,,
Krey Elementary,Brentwood Union Elementary,4639,,"Beginning July 28th, contactless Drive thru/walk up Grab-n-Go breakfast & lunch meal services will resume Monday through Friday each week FOR ALL BUSD STUDENTS & FAMILIES. A Hot Lunch & breakfast for next day will be provided. Additional Family Produce Boxes will be available two days per week with pickup/purchase of meals. On the Free/Reduced Meal Program? ALL MEALS FREE.
Distance Learning Student Meal Prices: $4.75 per student (lunch & breakfast combined)
Distance Learning Sibling/Adult Meals Prices: $7.00 per person (lunch & breakfast combined)
Have a younger sibling? Please ask about our Hungry Tummies program for free younger sibling meals.",190 Crawford Drive,190 Crawford Drive,,,,,,,,Free,Prepared Meals,,4639,,,,,,,,
Pioneer Elementary School,Brentwood Union Elementary,4640,,"Beginning July 28th, contactless Drive thru/walk up Grab-n-Go breakfast & lunch meal services will resume Monday through Friday each week FOR ALL BUSD STUDENTS & FAMILIES. A Hot Lunch & breakfast for next day will be provided. Additional Family Produce Boxes will be available two days per week with pickup/purchase of meals. On the Free/Reduced Meal Program? ALL MEALS FREE.
Distance Learning Student Meal Prices: $4.75 per student (lunch & breakfast combined)
Distance Learning Sibling/Adult Meals Prices: $7.00 per person (lunch & breakfast combined)
Have a younger sibling? Please ask about our Hungry Tummies program for free younger sibling meals.",2010 Shady Willow Lane,2010 Shady Willow Lane,,,,,,,,Free,Prepared Meals,,4640,,,,,,,,
Crockett Library,John Swett Unified,4641,,Children under the age of 18 are eligible but are not required to be present,991 Loring Ave,991 Loring Ave,,,,,,,,Free,Prepared Meals,,4641,,,,,,,,
Rodeo Library,John Swett Unified,4642,,Children under the age of 18 are eligible but are not required to be present,220 Pacific Ave.,220 Pacific Ave.,,,,,,,,Free,Prepared Meals,,4642,,,,,,,,
Bayo Vista,John Swett Unified,4643,,Children under the age of 18 are eligible but are not required to be present,2 California St,2 California St,,,,,,,,Free,Prepared Meals,,4643,,,,,,,,
Rodeo Hills Elementary,John Swett Unified,4644,,Children under the age of 18 are eligible but are not required to be present,545 Garretson Ave,545 Garretson Ave,,,,,,,,Free,Prepared Meals,,4644,,,,,,,,
Carquinez Middle School,John Swett Unified,4645,,Children under the age of 18 are eligible but are not required to be present,1099 Pomona Street,1099 Pomona Street,,,,,,,,Free,Prepared Meals,,4645,,,,,,,,
Las Juntas Elementary,Martinez Unified,4646,,Students must be present,4105 Pacheco Blvd,4105 Pacheco Blvd,,,,,,,,Free,Prepared Meals,,4646,,,,,,,,
Martinez Junior High School,Martinez Unified,4647,,Students must be present,1600 Court St,1600 Court St,,,,,,,,Free,Prepared Meals,,4647,,,,,,,,
Bel Air Elementary,Mt. Diablo Unified,4648,,Mondays and Wednesdays (2 breakfasts and 2 lunches) Fridays (breakfast and lunch) We are proud to provide free community meals for all children 18 years and younger; No identification required,663 Canal Rd,663 Canal Rd,,,,,,,,Free,Prepared Meals,,4648,,,,,,,,
Cambridge Elementary,Mt. Diablo Unified,4649,,Mondays and Wednesdays (2 breakfasts and 2 lunches) Fridays (breakfast and lunch) We are proud to provide free community meals for all children 18 years and younger; No identification required,1135 Lacey Ln,1135 Lacey Ln,,,,,,,,Free,Prepared Meals,,4649,,,,,,,,
El Dorado Middle School,Mt. Diablo Unified,4650,,Mondays and Wednesdays (2 breakfasts and 2 lunches) Fridays (breakfast and lunch) We are proud to provide free community meals for all children 18 years and younger; No identification required,1750 West St,1750 West St,,,,,,,,Free,Prepared Meals,,4650,,,,,,,,
Foothill Middle School,Mt. Diablo Unified,4651,,Mondays and Wednesdays (2 breakfasts and 2 lunches) Fridays (breakfast and lunch) We are proud to provide free community meals for all children 18 years and younger; No identification required,2775 Cedro Ln,2775 Cedro Ln,,,,,,,,Free,Prepared Meals,,4651,,,,,,,,
Meadow Homes Elementary,Mt. Diablo Unified,4652,,Mondays and Wednesdays (2 breakfasts and 2 lunches) Fridays (breakfast and lunch) We are proud to provide free community meals for all children 18 years and younger; No identification required,1371 Detroit Ave,1371 Detroit Ave,,,,,,,,Free,Prepared Meals,,4652,,,,,,,,
Mt. Diablo High School,Mt. Diablo Unified,4653,,Mondays and Wednesdays (2 breakfasts and 2 lunches) Fridays (breakfast and lunch) We are proud to provide free community meals for all children 18 years and younger; No identification required,2450 Grant St,2450 Grant St,,,,,,,,Free,Prepared Meals,,4653,,,,,,,,
Riverview Middle School,Mt. Diablo Unified,4654,,Mondays and Wednesdays (2 breakfasts and 2 lunches) Fridays (breakfast and lunch) We are proud to provide free community meals for all children 18 years and younger; No identification required,205 Pacifica Ave,205 Pacifica Ave,,,,,,,,Free,Prepared Meals,,4654,,,,,,,,
Valley View Middle School,Mt. Diablo Unified,4655,,Mondays and Wednesdays (2 breakfasts and 2 lunches) Fridays (breakfast and lunch) We are proud to provide free community meals for all children 18 years and younger; No identification required,181 Viking Dr,181 Viking Dr,,,,,,,,Free,Prepared Meals,,4655,,,,,,,,
Ygnacio Valley High School,Mt. Diablo Unified,4656,,Mondays and Wednesdays (2 breakfasts and 2 lunches) Fridays (breakfast and lunch) We are proud to provide free community meals for all children 18 years and younger; No identification required,755 Oak Grove Rd,755 Oak Grove Rd,,,,,,,,Free,Prepared Meals,,4656,,,,,,,,
Iron House Elementary School,Oakley Union Elementary,4657,,Mondays (3 breakfasts and 3 lunches) and Thursdays (2 breakfasts and 2 lunches) Children between 2 and 18 years old,4801 Frank Hengel Way,4801 Frank Hengel Way,,,,,,,,Free,Prepared Meals,,4657,,,,,,,,
Oakley Elementary School,Oakley Union Elementary,4658,,Mondays (3 breakfasts and 3 lunches) and Thursdays (2 breakfasts and 2 lunches) Children between 2 and 18 years old,501 Norcross Ln,501 Norcross Ln,,,,,,,,Free,Prepared Meals,,4658,,,,,,,,
Foothill Elementary School,Pittsburg Unified,4659,,Mondays (3 breakfasts and 3 lunches per child) Thursdays (2 breakfasts and 2 lunches per child) All kids 18 and younger; No ID required,1200 Jensen Dr,1200 Jensen Dr,,,,,,,,Free,Prepared Meals,,4659,,,,,,,,
Marina Vista Elementary School,Pittsburg Unified,4660,,Mondays (3 breakfasts and 3 lunches per child) Thursdays (2 breakfasts and 2 lunches per child) All kids 18 and younger; No ID required,50 East 8th St,50 East 8th St,,,,,,,,Free,Prepared Meals,,4660,,,,,,,,
Martin Luther King Jr. Junior High School,Pittsburg Unified,4661,,Mondays (3 breakfasts and 3 lunches per child) Thursdays (2 breakfasts and 2 lunches per child) All kids 18 and younger; No ID required,2012 Carion Ct,2012 Carion Ct,,,,,,,,Free,Prepared Meals,,4661,,,,,,,,
Willow Cove Elementary School,Pittsburg Unified,4662,,Mondays (3 breakfasts and 3 lunches per child) Thursdays (2 breakfasts and 2 lunches per child) All kids 18 and younger; No ID required,1880 Hanlon Way,1880 Hanlon Way,,,,,,,,Free,Prepared Meals,,4662,,,,,,,,
Rocketship Fuerza Community Prep,Rocketship Public Schools,4663,,Mondays and Thursdays We will be handing out 3 breakfasts & 3 lunches to each individual under the age of 18.,70 S. Jackson Ave.,70 S. Jackson Ave.,,,,,,,,Free,Prepared Meals,,4663,,,,,,,,
Rocketship Alma Academy,Rocketship Public Schools,4664,,Mondays and Thursdays We will be handing out 3 breakfasts & 3 lunches to each individual under the age of 18.,198 W Alma Ave.,198 W Alma Ave.,,,,,,,,Free,Prepared Meals,,"46,645,155",,,,,,,,
Rocketship Futuro Academy,Rocketship Public Schools,4665,,Mondays and Thursdays We will be handing out 3 breakfasts & 3 lunches to each individual under the age of 18.,2351 Olivera Rd,2351 Olivera Rd,,,,,,,,Free,Prepared Meals,,"46,655,157",,,,,,,,
Gale Ranch Middle School,San Ramon Valley Unified,4666,,Mondays(2 breakfasts and 2 lunches) and Wednesdays(3 breakfasts and 3 lunches); Free meals for all children under 18; Children do not need to present but school ID required,6400 Main Branch Road,6400 Main Branch Road,,,,,,,,Free,Prepared Meals,,4666,,,,,,,,
John Baldwin Elementary,San Ramon Valley Unified,4667,,Mondays(2 breakfasts and 2 lunches) and Wednesdays(3 breakfasts and 3 lunches); Free meals for all children under 18; Children do not need to present but school ID required,741 Brookside Dr,741 Brookside Dr,,,,,,,,Free,Prepared Meals,,4667,,,,,,,,
Walt Disney Elementary,San Ramon Valley Unified,4668,,Mondays(2 breakfasts and 2 lunches) and Wednesdays(3 breakfasts and 3 lunches); Free meals for all children under 18; Children do not need to present but school ID required,3250 Pine Valley Rd,3250 Pine Valley Rd,,,,,,,,Free,Prepared Meals,,4668,,,,,,,,
De Anza High School,West Contra Costa Unified,4669,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",5000 Valley View Rd,5000 Valley View Rd,,,,,,,,Free,Prepared Meals,,4669,,,,,,,,
DeJean Middle School,West Contra Costa Unified,4670,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",3400 Macdonald Ave,3400 Macdonald Ave,,,,,,,,Free,Prepared Meals,,4670,,,,,,,,
Ephesians COGIC,West Contra Costa Unified,4671,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",2887 Foothill Ave.,2887 Foothill Ave.,,,,,,,,Free,Prepared Meals,,4671,,,,,,,,
GRiP Family Housing,West Contra Costa Unified,4672,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",165 22nd St.,165 22nd St.,,,,,,,,Free,Prepared Meals,,4672,,,,,,,,
Helms Middle School,West Contra Costa Unified,4673,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",2500 Rd 20,2500 Rd 20,,,,,,,,Free,Prepared Meals,,4673,,,,,,,,
Independent Holiness Church,West Contra Costa Unified,4674,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",605 S. 16th St.,605 S. 16th St.,,,,,,,,Free,Prepared Meals,,4674,,,,,,,,
John F. Kennedy High School,West Contra Costa Unified,4675,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",4300 Cutting Blvd,4300 Cutting Blvd,,,,,,,,Free,Prepared Meals,,4675,,,,,,,,
McGlothen Temple COGIC,West Contra Costa Unified,4676,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",1443 Fred Jackson Way,1443 Fred Jackson Way,,,,,,,,Free,Prepared Meals,,4676,,,,,,,,
Montalvin Elementary School,West Contra Costa Unified,4677,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",300 Christine Dr,300 Christine Dr,,,,,,,,Free,Prepared Meals,,4677,,,,,,,,
Nystrom Elementary School,West Contra Costa Unified,4678,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",230 Harbour Way S,230 Harbour Way S,,,,,,,,Free,Prepared Meals,,4678,,,,,,,,
Pilgrim Rest MBC,West Contra Costa Unified,4679,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",831 S. 43rd St.,831 S. 43rd St.,,,,,,,,Free,Prepared Meals,,4679,,,,,,,,
Pinole Valley High School,West Contra Costa Unified,4680,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",2900 Pinole Valley Rd,2900 Pinole Valley Rd,,,,,,,,Free,Prepared Meals,,4680,,,,,,,,
Richmond High School,West Contra Costa Unified,4681,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",1250 23rd St,1250 23rd St,,,,,,,,Free,Prepared Meals,,4681,,,,,,,,
Richmond Roadrunners,West Contra Costa Unified,4682,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",492 A Street,492 A Street,,,,,,,,Free,Prepared Meals,,4682,,,,,,,,
Riverside Elementary School,West Contra Costa Unified,4683,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",1300 Amador St,1300 Amador St,,,,,,,,Free,Prepared Meals,,4683,,,,,,,,
Sion Miracle Temple COGIC,West Contra Costa Unified,4684,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",1320 Sanford Avenue,1320 Sanford Avenue,,,,,,,,Free,Prepared Meals,,4684,,,,,,,,
Zion Hill MBC,West Contra Costa Unified,4685,,"all children under 18, regardless of free or reduced priced meal status or the school they attend, are eligible, (pickup friday meals on thursday)",5150 Bayview Ave.,5150 Bayview Ave.,,,,,,,,Free,Prepared Meals,,4685,,,,,,,,
