,attributes.OBJECTID,attributes.FACILITYID,attributes.INTID,attributes.SITESCHOOLDISTRICT,attributes.SITENAME,attributes.SITEADDRESS,attributes.OPENDAYS,attributes.OPENTIMES,attributes.OPENDATES,attributes.MEALTYPES,attributes.SITETYPE,attributes.SITESTATUS,attributes.DESCRIPTION,attributes.PHONENUMBER,attributes.EMAIL,attributes.WEBLINK,attributes.CITYNAME,attributes.CITYCOUNCILDISTRICT,attributes.LASTUPDATE,attributes.LASTEDITOR,attributes.NOTES,attributes.ENTERPRISEID,attributes.DESCRIPTIONLONG,geometry.x,geometry.y
160,571,571,571,San Jose Unified,Los Alamitos Elementary,"6130 Silberman Dr., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,10,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000571,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13567741.24,4470883.263
161,572,572,572,San Jose Unified,Pioneer High School,"1290 Blossom Hill Rd., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,10,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000572,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13568076.96,4473658.461
162,573,573,573,San Jose Unified,River Glen School,"1088 Broadway Ave., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,6,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000573,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13570058.54,4482545.52
163,574,574,574,San Jose Unified,Schallenberger Elementary,"1280 Koch Ln., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,9,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000574,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13568488.55,4478235.642
164,575,575,575,San Jose Unified,Trace Elementary,"651 Dana Ave., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,6,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000575,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13572717.44,4485334.25
165,576,576,576,San Jose Unified,Willow Glen Elementary,"1425 Lincoln Ave., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,6,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000576,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13569499.29,4481460.699
166,577,577,577,San Jose Unified,Bachordt Elementary,"102 Sonora Ave,. San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,3,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000577,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13571279.44,4489875.545
167,578,578,578,San Jose Unified,Gunderson High,"622 Guandabert Ln., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,10,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000578,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13564728.14,4475309.278
168,579,579,579,San Jose Unified,Horace Mann,"55 N. 7th St., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,3,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000579,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13568221.21,4486528.088
169,580,580,580,San Jose Unified,Lincoln High,"555 Dana Ave., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,6,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000580,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13572577.52,4485023.372
170,581,581,581,San Jose Unified,Lowell Elementary,"625 S. 7th St., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,3,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000581,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13567303.98,4485161.752
171,582,582,582,San Jose Unified,Olinder Elementary,"890 E. Williams St., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,3,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000582,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13566058.31,4486241.2
172,583,583,583,San Jose Unified,Reed Elementary School,"1524 Jacob Ave., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,9,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000583,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13569243.35,4475954.637
173,584,584,584,San Jose Unified,Terrell Elementary,"3925 Pearl Ave., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,9,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000584,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13566322.36,4476904.421
174,585,585,585,San Jose Unified,Willow Glen High,2001 Cottle Rd.. San Jose,"Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,2,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000585,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13559154.45,4474406.237
175,586,586,586,San Jose Unified,Booksin Elementary,"1590 Dry Creek Rd., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,6,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000586,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13570559.07,4479385.191
176,587,587,587,San Jose Unified,Carson Elementary,"4245 Meg Dr., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,10,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000587,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13564863.49,4476815.748
177,588,588,588,San Jose Unified,Gardner Elementary,"502 Illinois Ave., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,3,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000588,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13569372.64,4483993.304
178,589,589,589,San Jose Unified,Hacienda Elementary,"1290 Kimberly Dr., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,9,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000589,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13568054.03,4476763.991
179,590,590,590,San Jose Unified,John Muir Middle,"1260 Branham Ln., San Jose","Monday through Friday



de lunes a viernes",10:30 a.m.-11:30 a.m.,March 17th until school is back in session,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.sjusd.org/docs/health_wellness/SJUSD-Free-Breakfast-Lunch-Program.pdf,San Jose,9,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000590,Free grab and go lunches and breakfasts for any age.  Look for the SCHOOL BUS,-13567923.62,4475470.241
180,591,591,591,Mountain View Whisman,Mistral Elementary,"505 Escuela Ave., Mountain View",Monday through Friday,11:30 a.m. to 1:00 p.m.,March 16th through April 3rd,Lunch and Breakfast,School,Closed,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.mvwsd.org/cms/One.aspx?portalId=418858&pageId=14056991,Mountain View,0,1588782426000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000591,"Meal service closed Friday, April 10. Food for April 10 will be given to families on April 9.",-13591524.52,4494400.74
181,592,592,592,Summit Public Schools,Summit Rainer High,"1750 S White Rd, San Jose","Monday through Friday


de lunes a viernes","Denali Middle School – 8:30 am – 10:30 am ; Denali High School, Rainer, and Tahoma  – 10:00 am – 12:00 pm",March 16th-ongoing,Breakfast and Lunch,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,,San Jose,5,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000592,Drive through,-13559404.39,4487625.391
182,593,593,593,Summit Public Schools,Summit Tahoma HIgh,"285 Blossom Hill Rd, San Jose","Monday through Friday


de lunes a viernes","Denali Middle School – 8:30 am – 10:30 am ; Denali High School, Rainer, and Tahoma  – 10:00 am – 12:00 pm",March 16th-ongoing,Breakfast and Lunch,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,,San Jose,2,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000593,Drive through,-13560941.41,4474563.269
183,594,594,594,East Side Union HSD,Vally Palms Apartment Complex,"2155 Lanai Ave., San Jose","Monday through Friday


de lunes a viernes",12:00 to 1:00 p.m.,"March 16th through duration of school closure

En curso hasta el cierre de la escuela",Lunch,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,http://www.esuhsd.org/documents/Home%20Page/Free%20Meals%20During%20School%20Closure%20Period%20-COVID-19-%2003-16-20.pdf,San Jose,7,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000594,There will be a drive up service. Parents can get specific service location information on the school website. One meal per day for children 18 and younger.,-13562398.25,4484252.304
184,595,595,595,Alum Rock Union SD,Ocala STEAM Academy,"2800 Ocala Ave, San Jose, CA","Monday through Thursday


De lunes a jueves",11:00 a.m. to 1:00 p.m.,On-going through school June 9th,Lunch and Breakfast,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://resources.finalsite.net/images/v1584407264/arusdorg/ctuat3itibpp3impkobc/FamilyLetter3-6-20.pdf,San Jose,8,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000595,Curbside pickup or walk through.,-13560515.19,4486851.404
185,596,596,596,Cupertino Union,Meyerholz Elementary School,"6990 Melvin Drive, San Jose",Monday's and Thursday's,11:00 a.m. to 1:00 p.m.,"On-going Meals through school closure

En curso hasta el cierre de la escuela",,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.cusdk8.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=35&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=27143&PageID=1,San Jose,1,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000596,"Monday |  Pick up meals for 3 days Breakfast and lunch for Monday, Tuesday and Wednesday Thursday  |  Pick up meals for 2 days Breakfast and lunch for Thursday and Friday",-13584025.57,4482042.884
186,597,597,597,Cupertino Union,Stocklmeir Elementary School,"592 Dunholme Way, Sunnyvale, CA",Monday's and Thursday's,11:00 a.m. to 1:00 p.m.,"On-going Meals through school closure

En curso hasta el cierre de la escuela",,School,Open,The school meal distribution program provides food for low-income families whose children depend on the lunch or breakfast they get from the cafeteria.,,,https://www.cusdk8.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=35&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=27143&PageID=1,Sunnyvale,0,1588782425000,FME,*updated 5.4.20 at 4:12 p.m.,EOC-FCMS-0000000597,"Monday |  Pick up meals for 3 days Breakfast and lunch for Monday, Tuesday and Wednesday Thursday  |  Pick up meals for 2 days Breakfast and lunch for Thursday and Friday",-13584134.63,4487210.475
